CustomerID,Recency_Days,Frequency_Orders,Monetary_Spend,Country,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment
CUST-10389,10,18,1531.73,United Kingdom,4,5,5,455,Champions
CUST-10390,45,4,319.96,France,2,1,1,211,About To Sleep
CUST-10391,27,12,2031.83,Netherlands,3,3,5,335,Loyal Customers
CUST-10392,24,16,914.6,United Kingdom,3,5,3,353,Loyal Customers
CUST-10393,38,14,1401.86,United Kingdom,2,4,5,245,Need Attention
CUST-10394,5,9,570.95,Australia,5,1,2,512,Recent Customers
CUST-10395,48,12,933.34,United States,2,3,4,234,Need Attention
CUST-10396,13,14,1024.36,United Kingdom,4,4,4,444,Champions
CUST-10397,4,10,1189.75,United Kingdom,5,2,4,524,Recent Customers
CUST-10398,7,11,411.38,France,5,2,1,521,Recent Customers
CUST-10399,30,8,772.75,France,2,1,3,213,About To Sleep
CUST-10400,12,10,522.94,United Kingdom,4,2,2,422,Recent Customers
CUST-10401,19,11,740.19,United Kingdom,3,2,3,323,Promising
CUST-10402,25,17,633.16,United Kingdom,3,5,2,352,Loyal Customers
CUST-10403,205,6,545.22,France,1,1,2,112,Lost / Hibernating
CUST-10404,9,19,1419.31,Netherlands,4,5,5,455,Champions
CUST-10405,31,12,843.37,Spain,2,3,3,233,Need Attention
CUST-10406,39,14,496.72,United Kingdom,2,4,1,241,Need Attention
CUST-10407,90,14,815.28,France,1,4,3,143,At Risk
CUST-10408,10,12,1174.6,France,4,3,4,434,Loyal Customers
CUST-10409,26,11,946.89,Netherlands,3,2,4,324,Promising
CUST-10410,64,8,394.94,United Kingdom,1,1,1,111,Lost / Hibernating
CUST-10411,16,23,1416.09,Netherlands,4,5,5,455,Champions
CUST-10412,68,5,345.98,France,1,1,1,111,Lost / Hibernating
CUST-10413,11,14,1055.38,Germany,4,4,4,444,Champions
CUST-10414,65,5,198.94,United Kingdom,1,1,1,111,Lost / Hibernating
CUST-10415,11,14,1219.66,United Kingdom,4,4,5,445,Champions
CUST-10416,42,15,1725.31,United Kingdom,2,5,5,255,Need Attention
CUST-10417,10,8,527.68,Germany,4,1,2,412,Recent Customers
CUST-10418,3,15,889.39,United Kingdom,5,5,3,553,Champions
CUST-10419,1,10,638.4,United Kingdom,5,2,2,522,Recent Customers
CUST-10420,13,10,944.71,United Kingdom,4,2,4,424,Recent Customers
CUST-10421,11,15,885.89,United Kingdom,4,5,3,453,Champions
CUST-10422,51,17,1284.92,United Kingdom,1,5,5,155,At Risk
CUST-10423,102,9,763.43,Netherlands,1,1,3,113,Lost / Hibernating
CUST-10424,14,12,955.24,France,4,3,4,434,Loyal Customers
CUST-10425,19,10,850.69,United Kingdom,3,2,3,323,Promising
CUST-10426,25,12,1006.83,United Kingdom,3,3,4,334,Loyal Customers
CUST-10427,21,12,1899.02,United Kingdom,3,3,5,335,Loyal Customers
CUST-10428,20,10,857.86,United States,3,2,3,323,Promising
CUST-10429,79,11,1370.89,United Kingdom,1,2,5,125,Lost / Hibernating
CUST-10430,45,10,1001.87,United Kingdom,2,2,4,224,About To Sleep
CUST-10431,9,14,942.89,United Kingdom,4,4,4,444,Champions
CUST-10432,25,13,1230.58,United Kingdom,3,4,5,345,Loyal Customers
CUST-10433,17,17,904.7,United Kingdom,4,5,3,453,Champions
CUST-10434,16,13,849.41,United Kingdom,4,4,3,443,Champions
CUST-10435,4,10,607.64,United Kingdom,5,2,2,522,Recent Customers
CUST-10436,2,14,903.18,Netherlands,5,4,3,543,Champions
CUST-10437,68,13,632.83,France,1,4,2,142,At Risk
CUST-10438,9,18,920.31,United Kingdom,4,5,4,454,Champions
CUST-10439,19,12,530.71,United Kingdom,3,3,2,332,Loyal Customers
CUST-10440,34,13,710.66,United Kingdom,2,4,3,243,Need Attention
CUST-10441,15,14,955.38,Germany,4,4,4,444,Champions
CUST-10442,25,12,1173.91,Germany,3,3,4,334,Loyal Customers
CUST-10443,23,9,512.72,United Kingdom,3,1,1,311,Promising
CUST-10444,38,11,1985.88,United Kingdom,2,2,5,225,About To Sleep
CUST-10445,39,10,895.44,United Kingdom,2,2,3,223,About To Sleep
CUST-10446,72,6,536.95,Netherlands,1,1,2,112,Lost / Hibernating
CUST-10447,46,6,220.99,United Kingdom,2,1,1,211,About To Sleep
CUST-10448,8,11,688.66,France,5,2,2,522,Recent Customers
CUST-10449,9,11,970.9,United Kingdom,4,2,4,424,Recent Customers
CUST-10450,104,10,1200.4,France,1,2,4,124,Lost / Hibernating
CUST-10451,26,13,499.88,France,3,4,1,341,Loyal Customers
CUST-10452,8,13,765.14,United Kingdom,5,4,3,543,Champions
CUST-10453,145,8,560.21,United Kingdom,1,1,2,112,Lost / Hibernating
CUST-10454,47,7,305.41,United Kingdom,2,1,1,211,About To Sleep
CUST-10455,40,12,1109.13,United Kingdom,2,3,4,234,Need Attention
CUST-10456,1,7,582.5,Australia,5,1,2,512,Recent Customers
CUST-10457,26,13,757.69,France,3,4,3,343,Loyal Customers
CUST-10458,30,14,597.47,United Kingdom,2,4,2,242,Need Attention
CUST-10459,48,12,972.39,United Kingdom,2,3,4,234,Need Attention
CUST-10460,40,7,389.95,United Kingdom,2,1,1,211,About To Sleep
CUST-10461,37,13,1299.63,United Kingdom,2,4,5,245,Need Attention
CUST-10462,53,10,636.24,United Kingdom,1,2,2,122,Lost / Hibernating
CUST-10463,19,11,495.21,United Kingdom,3,2,1,321,Promising
CUST-10464,57,15,624.42,Spain,1,5,2,152,At Risk
CUST-10465,11,19,2335.92,United Kingdom,4,5,5,455,Champions
CUST-10466,53,8,559.44,United States,1,1,2,112,Lost / Hibernating
CUST-10467,9,19,1550.61,United Kingdom,4,5,5,455,Champions
CUST-10468,7,12,745.2,United Kingdom,5,3,3,533,Loyal Customers
CUST-10469,10,8,348.73,United Kingdom,4,1,1,411,Recent Customers
CUST-10470,73,13,1444.95,United Kingdom,1,4,5,145,At Risk
CUST-10471,88,15,1990.4,United Kingdom,1,5,5,155,At Risk
CUST-10472,61,6,422.7,United Kingdom,1,1,1,111,Lost / Hibernating
CUST-10473,32,9,456.16,United Kingdom,2,1,1,211,About To Sleep
CUST-10474,59,14,739.71,United Kingdom,1,4,3,143,At Risk
CUST-10475,112,9,353.72,Germany,1,1,1,111,Lost / Hibernating
CUST-10476,29,11,573.11,United Kingdom,3,2,2,322,Promising
CUST-10477,87,6,180.73,Germany,1,1,1,111,Lost / Hibernating
CUST-10478,45,11,1172.63,United Kingdom,2,2,4,224,About To Sleep
CUST-10479,17,18,809.94,United Kingdom,4,5,3,453,Champions
CUST-10480,58,13,666.17,United Kingdom,1,4,2,142,At Risk
CUST-10481,14,14,624.67,United Kingdom,4,4,2,442,Champions
CUST-10482,51,12,829.1,Australia,1,3,3,133,At Risk
CUST-10483,18,14,810.73,United Kingdom,3,4,3,343,Loyal Customers
CUST-10484,33,13,476.93,United Kingdom,2,4,1,241,Need Attention
CUST-10485,46,10,1010.54,Germany,2,2,4,224,About To Sleep
CUST-10486,7,15,915.85,United Kingdom,5,5,3,553,Champions
CUST-10487,2,9,917.75,United Kingdom,5,2,4,524,Recent Customers
CUST-10488,83,8,322.16,Spain,1,1,1,111,Lost / Hibernating
CUST-10489,11,18,1352.83,United Kingdom,4,5,5,455,Champions
CUST-10490,75,13,1023.14,United Kingdom,1,4,4,144,At Risk
CUST-10491,39,11,639.73,United Kingdom,2,2,2,222,About To Sleep
CUST-10492,49,7,422.92,United Kingdom,2,1,1,211,About To Sleep
CUST-10493,57,11,712.67,Germany,1,2,3,123,Lost / Hibernating
CUST-10494,32,7,592.48,United States,2,1,2,212,About To Sleep
CUST-10495,13,15,940.41,Germany,4,5,4,454,Champions
CUST-10496,21,9,695.9,United Kingdom,3,2,2,322,Promising
CUST-10497,2,16,1028.19,Germany,5,5,4,554,Champions
CUST-10498,13,14,894.95,Germany,4,4,3,443,Champions
CUST-10499,85,13,1779.33,United Kingdom,1,4,5,145,At Risk
CUST-10500,1,13,1040.37,United Kingdom,5,4,4,544,Champions
CUST-10501,2,16,2345.32,United Kingdom,5,5,5,555,Champions
CUST-10502,29,8,943.89,Germany,3,1,4,314,Promising
CUST-10503,1,10,561.41,United Kingdom,5,2,2,522,Recent Customers
CUST-10504,23,15,1593.43,United Kingdom,3,5,5,355,Loyal Customers
CUST-10505,53,11,516.69,France,1,2,2,122,Lost / Hibernating
CUST-10506,62,11,800.32,United Kingdom,1,2,3,123,Lost / Hibernating
CUST-10507,33,11,1387.15,United Kingdom,2,2,5,225,About To Sleep
CUST-10508,9,7,304.74,United States,4,1,1,411,Recent Customers
CUST-10509,26,18,926.44,United Kingdom,3,5,4,354,Loyal Customers
CUST-10510,7,12,1011.41,Germany,5,3,4,534,Loyal Customers
CUST-10511,13,20,1493.74,United Kingdom,4,5,5,455,Champions
CUST-10512,8,10,1229.97,United Kingdom,5,2,5,525,Recent Customers
CUST-10513,52,19,1941.83,United Kingdom,1,5,5,155,At Risk
CUST-10514,1,16,491.38,United Kingdom,5,5,1,551,Champions
CUST-10515,132,12,535.74,United Kingdom,1,3,2,132,At Risk
CUST-10516,9,18,1225.33,United Kingdom,4,5,5,455,Champions
CUST-10517,3,8,436.21,Germany,5,1,1,511,Recent Customers
CUST-10518,1,13,857.99,Spain,5,4,3,543,Champions
CUST-10519,43,11,1018.96,France,2,2,4,224,About To Sleep
CUST-10520,14,11,621.99,United States,4,2,2,422,Recent Customers
CUST-10521,20,23,2350.51,Australia,3,5,5,355,Loyal Customers
CUST-10522,137,9,1158.87,United Kingdom,1,2,4,124,Lost / Hibernating
CUST-10523,38,12,991.09,United Kingdom,2,3,4,234,Need Attention
CUST-10524,38,9,602.44,United Kingdom,2,2,2,222,About To Sleep
CUST-10525,48,11,1028.09,United Kingdom,2,2,4,224,About To Sleep
CUST-10526,49,11,343.94,France,2,3,1,231,Need Attention
CUST-10527,20,7,2240.71,United Kingdom,3,1,5,315,Promising
CUST-10528,14,16,1604.11,United Kingdom,4,5,5,455,Champions
CUST-10529,36,17,1321.41,United Kingdom,2,5,5,255,Need Attention
CUST-10530,66,8,1073.16,United Kingdom,1,1,4,114,Lost / Hibernating
CUST-10531,11,11,294.19,Germany,4,3,1,431,Loyal Customers
CUST-10532,4,11,805.88,France,5,3,3,533,Loyal Customers
CUST-10533,7,14,1711.55,Germany,5,4,5,545,Champions
CUST-10534,35,10,532.39,United Kingdom,2,2,2,222,About To Sleep
CUST-10535,129,12,1200.41,United Kingdom,1,3,4,134,At Risk
CUST-10536,8,14,768.35,United Kingdom,5,4,3,543,Champions
CUST-10537,79,8,1326.12,United Kingdom,1,1,5,115,Lost / Hibernating
CUST-10538,26,11,570.67,Spain,3,3,2,332,Loyal Customers
CUST-10539,6,13,1714.58,Netherlands,5,4,5,545,Champions
CUST-10540,5,12,723.45,United Kingdom,5,3,3,533,Loyal Customers
CUST-10541,28,15,1156.97,United Kingdom,3,5,4,354,Loyal Customers
CUST-10542,4,11,648.88,Netherlands,5,3,2,532,Loyal Customers
CUST-10543,53,6,493.98,France,1,1,1,111,Lost / Hibernating
CUST-10544,32,6,323.47,Germany,2,1,1,211,About To Sleep
CUST-10545,2,12,882.16,France,5,3,3,533,Loyal Customers
CUST-10546,1,9,345.2,United Kingdom,5,2,1,521,Recent Customers
CUST-10547,1,13,736.71,United Kingdom,5,4,3,543,Champions
CUST-10548,28,17,1154.57,United Kingdom,3,5,4,354,Loyal Customers
CUST-10549,68,11,1227.65,Spain,1,3,5,135,At Risk
CUST-10550,33,12,1694.88,United Kingdom,2,3,5,235,Need Attention
CUST-10551,12,9,1195.17,Germany,4,2,4,424,Recent Customers
CUST-10552,2,13,773.11,United Kingdom,5,4,3,543,Champions
CUST-10553,25,13,759.07,France,3,4,3,343,Loyal Customers
CUST-10554,4,16,770.45,United Kingdom,5,5,3,553,Champions
CUST-10555,25,20,1328.33,United Kingdom,3,5,5,355,Loyal Customers
CUST-10556,67,8,355.92,United Kingdom,1,1,1,111,Lost / Hibernating
CUST-10557,25,13,727.36,United Kingdom,3,4,3,343,Loyal Customers
CUST-10558,111,7,534.5,United Kingdom,1,1,2,112,Lost / Hibernating
CUST-10559,95,6,346.95,Netherlands,1,1,1,111,Lost / Hibernating
CUST-10560,18,10,1021.29,United Kingdom,3,2,4,324,Promising
CUST-10561,42,13,1108.19,Spain,2,4,4,244,Need Attention
CUST-10562,42,15,1191.62,United Kingdom,2,5,4,254,Need Attention
CUST-10563,55,10,534.67,United Kingdom,1,2,2,122,Lost / Hibernating
CUST-10564,38,5,934.75,Netherlands,2,1,4,214,About To Sleep
CUST-10565,1,12,858.36,United Kingdom,5,3,3,533,Loyal Customers
CUST-10566,21,13,928.2,United Kingdom,3,4,4,344,Loyal Customers
CUST-10567,13,11,988.69,United Kingdom,4,3,4,434,Loyal Customers
CUST-10568,87,9,592.47,United Kingdom,1,2,2,122,Lost / Hibernating
CUST-10569,15,11,694.87,Spain,4,3,2,432,Loyal Customers
CUST-10570,28,19,1286.88,United Kingdom,3,5,5,355,Loyal Customers
CUST-10571,1,13,633.15,United Kingdom,5,4,2,542,Champions
CUST-10572,22,6,646.44,United Kingdom,3,1,2,312,Promising
CUST-10573,60,3,173.99,United States,1,1,1,111,Lost / Hibernating
CUST-10574,52,11,551.48,United Kingdom,1,3,2,132,At Risk
CUST-10575,23,10,600.88,France,3,2,2,322,Promising
CUST-10576,23,17,1854.73,United Kingdom,3,5,5,355,Loyal Customers
CUST-10577,1,7,274.72,Germany,5,1,1,511,Recent Customers
CUST-10578,9,11,1046.97,France,4,3,4,434,Loyal Customers
CUST-10579,7,9,561.44,United Kingdom,5,2,2,522,Recent Customers
CUST-10580,4,20,1167.64,United Kingdom,5,5,4,554,Champions
CUST-10581,21,11,770.96,France,3,3,3,333,Loyal Customers
CUST-10582,131,9,333.44,France,1,2,1,121,Lost / Hibernating
CUST-10583,16,13,1956.08,United Kingdom,4,4,5,445,Champions
CUST-10584,5,13,689.87,United Kingdom,5,4,2,542,Champions
CUST-10585,9,11,723.74,United Kingdom,4,3,3,433,Loyal Customers
CUST-10586,3,8,349.48,United Kingdom,5,1,1,511,Recent Customers
CUST-10587,12,17,1942.67,United Kingdom,4,5,5,455,Champions
CUST-10588,91,8,635.91,United Kingdom,1,1,2,112,Lost / Hibernating
CUST-10589,6,9,1205.95,United Kingdom,5,2,4,524,Recent Customers
CUST-10590,1,11,779.45,United Kingdom,5,3,3,533,Loyal Customers
CUST-10591,20,20,1575.14,United Kingdom,3,5,5,355,Loyal Customers
CUST-10592,76,10,858.86,United Kingdom,1,2,3,123,Lost / Hibernating
CUST-10593,46,13,1648.27,Australia,2,4,5,245,Need Attention
CUST-10594,4,17,2015.3,Germany,5,5,5,555,Champions
CUST-10595,64,5,707.39,United Kingdom,1,1,3,113,Lost / Hibernating
CUST-10596,5,11,1456.63,United Kingdom,5,3,5,535,Loyal Customers
CUST-10597,27,7,314.75,United Kingdom,3,1,1,311,Promising
CUST-10598,16,10,1458.44,United Kingdom,4,2,5,425,Recent Customers
CUST-10599,112,11,679.44,United Kingdom,1,3,2,132,At Risk
CUST-10600,3,14,1608.34,United Kingdom,5,4,5,545,Champions
CUST-10601,4,16,1519.73,United Kingdom,5,5,5,555,Champions
CUST-10602,25,16,2742.26,United Kingdom,3,5,5,355,Loyal Customers
CUST-10603,16,12,805.63,United Kingdom,4,3,3,433,Loyal Customers
CUST-10604,26,10,456.14,United Kingdom,3,2,1,321,Promising
CUST-10605,42,14,826.22,Spain,2,4,3,243,Need Attention
CUST-10606,33,17,1783.08,United Kingdom,2,5,5,255,Need Attention
CUST-10607,7,18,1177.44,United Kingdom,5,5,4,554,Champions
CUST-10608,24,13,757.13,United Kingdom,3,4,3,343,Loyal Customers
CUST-10609,30,17,1265.75,United Kingdom,2,5,5,255,Need Attention
CUST-10610,79,9,335.94,United Kingdom,1,2,1,121,Lost / Hibernating
CUST-10611,19,13,1247.35,Germany,3,4,5,345,Loyal Customers
CUST-10612,3,15,751.89,France,5,5,3,553,Champions
CUST-10613,11,15,1055.23,France,4,5,4,454,Champions
CUST-10614,11,9,816.89,Netherlands,4,2,3,423,Recent Customers
CUST-10615,50,10,687.35,United States,1,2,2,122,Lost / Hibernating
CUST-10616,88,7,537.83,Germany,1,1,2,112,Lost / Hibernating
CUST-10617,4,19,1633.34,United Kingdom,5,5,5,555,Champions
CUST-10618,54,6,332.45,United Kingdom,1,1,1,111,Lost / Hibernating
CUST-10619,65,14,469.94,United Kingdom,1,4,1,141,At Risk
CUST-10620,6,14,1333.14,United Kingdom,5,4,5,545,Champions
CUST-10621,46,12,898.57,United Kingdom,2,3,3,233,Need Attention
CUST-10622,27,8,750.97,United Kingdom,3,1,3,313,Promising
CUST-10623,10,20,1360.22,Germany,4,5,5,455,Champions
CUST-10624,17,9,508.7,United Kingdom,4,2,1,421,Recent Customers
CUST-10625,118,10,741.43,United Kingdom,1,2,3,123,Lost / Hibernating
CUST-10626,26,20,1026.08,United Kingdom,3,5,4,354,Loyal Customers
CUST-10627,1,10,506.64,United Kingdom,5,2,1,521,Recent Customers
CUST-10628,32,12,724.91,Germany,2,3,3,233,Need Attention
CUST-10629,21,13,1517.37,Spain,3,4,5,345,Loyal Customers
CUST-10630,6,16,1054.43,United Kingdom,5,5,4,554,Champions
CUST-10631,24,6,204.98,Germany,3,1,1,311,Promising
CUST-10632,24,15,848.23,United States,3,5,3,353,Loyal Customers
CUST-10633,23,5,245.99,United Kingdom,3,1,1,311,Promising
CUST-10634,13,7,290.73,United Kingdom,4,1,1,411,Recent Customers
CUST-10635,29,8,571.14,United Kingdom,3,1,2,312,Promising
CUST-10636,17,9,459.37,Australia,4,2,1,421,Recent Customers
CUST-10637,2,8,343.95,United Kingdom,5,1,1,511,Recent Customers
CUST-10638,6,13,2240.57,United Kingdom,5,4,5,545,Champions
CUST-10639,22,7,1065.76,Germany,3,1,4,314,Promising
CUST-10640,35,13,702.43,United Kingdom,2,4,3,243,Need Attention
CUST-10641,38,6,263.97,United Kingdom,2,1,1,211,About To Sleep
CUST-10642,73,11,700.67,United Kingdom,1,3,3,133,At Risk
CUST-10643,51,10,533.14,United Kingdom,1,2,2,122,Lost / Hibernating
CUST-10644,5,10,736.46,United Kingdom,5,2,3,523,Recent Customers
CUST-10645,8,16,1385.23,United Kingdom,5,5,5,555,Champions
CUST-10646,1,10,661.44,United Kingdom,5,2,2,522,Recent Customers
CUST-10647,16,13,642.3,United Kingdom,4,4,2,442,Champions
CUST-10648,14,12,526.09,United States,4,3,2,432,Loyal Customers
CUST-10649,11,5,526.92,United Kingdom,4,1,2,412,Recent Customers
CUST-10650,30,15,593.14,United Kingdom,2,5,2,252,Need Attention
CUST-10651,44,12,614.68,Germany,2,3,2,232,Need Attention
CUST-10652,14,10,546.91,France,4,2,2,422,Recent Customers
CUST-10653,17,20,1498.39,United Kingdom,4,5,5,455,Champions
CUST-10654,42,14,989.41,Germany,2,4,4,244,Need Attention
CUST-10655,4,16,1167.19,United Kingdom,5,5,4,554,Champions
CUST-10656,4,13,748.16,United Kingdom,5,4,3,543,Champions
CUST-10657,18,8,377.23,United Kingdom,3,1,1,311,Promising
CUST-10658,11,13,408.17,United Kingdom,4,4,1,441,Champions
CUST-10659,7,14,960.45,United Kingdom,5,4,4,544,Champions
CUST-10660,2,10,845.33,United Kingdom,5,2,3,523,Recent Customers
CUST-10661,172,4,318.92,Australia,1,1,1,111,Lost / Hibernating
CUST-10662,44,5,1926.28,United Kingdom,2,1,5,215,About To Sleep
CUST-10663,17,10,918.96,United Kingdom,4,2,4,424,Recent Customers
CUST-10664,9,15,1215.58,France,4,5,4,454,Champions
CUST-10665,15,13,931.63,United Kingdom,4,4,4,444,Champions
CUST-10666,5,17,1315.38,United Kingdom,5,5,5,555,Champions
CUST-10667,13,9,823.4,United Kingdom,4,2,3,423,Recent Customers
CUST-10668,15,11,574.66,France,4,3,2,432,Loyal Customers
CUST-10669,14,12,897.13,France,4,3,3,433,Loyal Customers
CUST-10670,28,15,1432.65,United Kingdom,3,5,5,355,Loyal Customers
CUST-10671,2,17,2505.93,United Kingdom,5,5,5,555,Champions
CUST-10672,16,7,654.26,Germany,4,1,2,412,Recent Customers
CUST-10673,21,9,1002.06,United Kingdom,3,2,4,324,Promising
CUST-10674,43,9,945.9,United Kingdom,2,2,4,224,About To Sleep
CUST-10675,64,10,682.83,United Kingdom,1,2,2,122,Lost / Hibernating
CUST-10676,23,12,850.9,Spain,3,3,3,333,Loyal Customers
CUST-10677,34,13,831.78,United Kingdom,2,4,3,243,Need Attention
CUST-10678,4,19,1134.19,Germany,5,5,4,554,Champions
CUST-10679,30,7,487.64,United Kingdom,2,1,1,211,About To Sleep
CUST-10680,74,13,737.15,United Kingdom,1,4,3,143,At Risk
CUST-10681,37,11,1515.81,United Kingdom,2,3,5,235,Need Attention
CUST-10682,19,17,1871.42,United Kingdom,3,5,5,355,Loyal Customers
CUST-10683,32,13,1171.09,United States,2,4,4,244,Need Attention
CUST-10684,64,14,769.49,France,1,4,3,143,At Risk
CUST-10685,86,11,588.47,Australia,1,3,2,132,At Risk
CUST-10686,76,9,1146.47,United Kingdom,1,2,4,124,Lost / Hibernating
CUST-10687,95,9,321.97,United Kingdom,1,2,1,121,Lost / Hibernating
CUST-10688,33,12,1589.06,United Kingdom,2,3,5,235,Need Attention
CUST-10689,3,8,691.0,United Kingdom,5,1,2,512,Recent Customers
CUST-10690,37,10,469.21,United Kingdom,2,2,1,221,About To Sleep
CUST-10691,10,17,1206.42,United Kingdom,4,5,4,454,Champions
CUST-10692,14,8,192.2,Germany,4,1,1,411,Recent Customers
CUST-10693,30,13,1006.67,France,2,4,4,244,Need Attention
CUST-10694,15,10,697.7,Germany,4,2,3,423,Recent Customers
CUST-10695,7,17,2398.49,United Kingdom,5,5,5,555,Champions
CUST-10696,14,9,594.14,United Kingdom,4,2,2,422,Recent Customers
CUST-10697,30,13,646.41,United States,2,4,2,242,Need Attention
CUST-10698,7,7,677.94,United Kingdom,5,1,2,512,Recent Customers
CUST-10699,23,13,1205.33,United Kingdom,3,4,4,344,Loyal Customers
CUST-10700,6,12,786.32,United Kingdom,5,3,3,533,Loyal Customers
CUST-10701,29,9,825.44,United Kingdom,3,2,3,323,Promising
CUST-10702,33,14,1950.18,United Kingdom,2,4,5,245,Need Attention
CUST-10703,76,16,890.1,France,1,5,3,153,At Risk
CUST-10704,7,6,607.43,United Kingdom,5,1,2,512,Recent Customers
CUST-10705,7,14,1333.88,Germany,5,4,5,545,Champions
CUST-10706,5,10,283.46,United States,5,2,1,521,Recent Customers
CUST-10707,31,9,328.47,United Kingdom,2,2,1,221,About To Sleep
CUST-10708,5,12,1646.46,United Kingdom,5,3,5,535,Loyal Customers
CUST-10709,2,20,1600.4,United Kingdom,5,5,5,555,Champions
CUST-10710,38,11,594.99,United States,2,3,2,232,Need Attention
CUST-10711,67,18,1554.89,United States,1,5,5,155,At Risk
CUST-10712,23,13,597.97,United Kingdom,3,4,2,342,Loyal Customers
CUST-10713,25,13,908.96,Spain,3,4,3,343,Loyal Customers
CUST-10714,10,13,804.91,United Kingdom,4,4,3,443,Champions
CUST-10715,12,17,1174.66,United Kingdom,4,5,4,454,Champions
CUST-10716,58,13,611.9,United Kingdom,1,4,2,142,At Risk
CUST-10717,95,13,1888.11,Spain,1,4,5,145,At Risk
CUST-10718,32,12,919.4,United States,2,3,4,234,Need Attention
CUST-10719,36,12,563.19,United Kingdom,2,3,2,232,Need Attention
CUST-10720,7,11,595.2,United Kingdom,5,3,2,532,Loyal Customers
CUST-10721,35,5,379.9,United Kingdom,2,1,1,211,About To Sleep
CUST-10722,3,13,673.66,France,5,4,2,542,Champions
CUST-10723,34,16,930.97,Australia,2,5,4,254,Need Attention
CUST-10724,23,16,678.43,United States,3,5,2,352,Loyal Customers
CUST-10725,9,14,850.43,United Kingdom,4,4,3,443,Champions
CUST-10726,2,12,956.36,Netherlands,5,3,4,534,Loyal Customers
CUST-10727,16,13,2480.0,Australia,4,4,5,445,Champions
CUST-10728,86,4,511.47,United Kingdom,1,1,1,111,Lost / Hibernating
CUST-10729,25,8,1414.78,United Kingdom,3,1,5,315,Promising
CUST-10730,54,11,1007.68,France,1,3,4,134,At Risk
CUST-10731,28,12,625.49,Spain,3,3,2,332,Loyal Customers
CUST-10732,8,21,1824.07,United Kingdom,5,5,5,555,Champions
CUST-10733,18,8,341.49,France,3,1,1,311,Promising
CUST-10734,8,14,899.95,United States,5,4,3,543,Champions
CUST-10735,16,14,697.12,United Kingdom,4,4,2,442,Champions
CUST-10736,10,15,992.8,United Kingdom,4,5,4,454,Champions
CUST-10737,116,14,373.96,France,1,4,1,141,At Risk
CUST-10738,21,11,908.95,United Kingdom,3,3,3,333,Loyal Customers
CUST-10739,44,14,1341.88,United Kingdom,2,4,5,245,Need Attention
CUST-10740,6,12,414.71,United States,5,3,1,531,Loyal Customers
CUST-10741,89,18,1177.15,United Kingdom,1,5,4,154,At Risk
CUST-10742,28,15,609.22,United Kingdom,3,5,2,352,Loyal Customers
CUST-10743,6,16,1439.15,Germany,5,5,5,555,Champions
CUST-10744,20,14,1082.62,United Kingdom,3,4,4,344,Loyal Customers
CUST-10745,12,10,581.94,United Kingdom,4,2,2,422,Recent Customers
CUST-10746,45,16,882.62,United Kingdom,2,5,3,253,Need Attention
CUST-10747,11,8,309.49,Netherlands,4,1,1,411,Recent Customers
CUST-10748,29,12,893.96,United Kingdom,3,3,3,333,Loyal Customers
CUST-10749,16,21,1697.4,United Kingdom,4,5,5,455,Champions
CUST-10750,1,12,452.64,Australia,5,3,1,531,Loyal Customers
CUST-10751,4,11,707.97,United Kingdom,5,3,3,533,Loyal Customers
CUST-10752,51,11,1196.68,France,1,3,4,134,At Risk
CUST-10753,35,12,1778.84,United Kingdom,2,3,5,235,Need Attention
CUST-10754,33,16,607.37,United Kingdom,2,5,2,252,Need Attention
CUST-10755,17,17,1232.14,United Kingdom,4,5,5,455,Champions
CUST-10756,44,9,768.1,United Kingdom,2,2,3,223,About To Sleep
CUST-10757,26,12,1160.68,United States,3,3,4,334,Loyal Customers
CUST-10758,103,7,599.14,United Kingdom,1,1,2,112,Lost / Hibernating
CUST-10759,1,16,1048.7,United Kingdom,5,5,4,554,Champions
CUST-10760,21,11,911.92,United Kingdom,3,3,3,333,Loyal Customers
CUST-10761,20,19,1501.88,United Kingdom,3,5,5,355,Loyal Customers
CUST-10762,33,18,1210.66,United Kingdom,2,5,4,254,Need Attention
CUST-10763,65,11,1249.38,France,1,3,5,135,At Risk
CUST-10764,22,19,1214.23,United Kingdom,3,5,4,354,Loyal Customers
CUST-10765,9,20,1574.27,United Kingdom,4,5,5,455,Champions
CUST-10766,7,13,608.7,United States,5,4,2,542,Champions
CUST-10767,24,7,414.69,United Kingdom,3,1,1,311,Promising
CUST-10768,7,11,599.19,United Kingdom,5,3,2,532,Loyal Customers
CUST-10769,53,17,1761.94,United Kingdom,1,5,5,155,At Risk
CUST-10770,2,13,636.64,France,5,4,2,542,Champions
CUST-10771,8,17,760.69,United Kingdom,5,5,3,553,Champions
CUST-10772,11,13,973.64,United Kingdom,4,4,4,444,Champions
CUST-10773,61,7,482.45,United Kingdom,1,1,1,111,Lost / Hibernating
CUST-10774,80,10,734.7,United Kingdom,1,2,3,123,Lost / Hibernating
CUST-10775,29,14,984.13,United Kingdom,3,4,4,344,Loyal Customers
CUST-10776,13,15,1015.69,France,4,5,4,454,Champions
CUST-10777,58,9,1599.77,France,1,2,5,125,Lost / Hibernating
CUST-10778,145,9,1831.38,United Kingdom,1,2,5,125,Lost / Hibernating
CUST-10779,30,14,866.68,United Kingdom,2,4,3,243,Need Attention
CUST-10780,2,9,354.21,United Kingdom,5,2,1,521,Recent Customers
